filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
SHUF00000.jpg,291860,"{}",3,0,"{""name"":""point"",""cx"":1749,""cy"":841}","{}"
SHUF00000.jpg,291860,"{}",3,1,"{""name"":""point"",""cx"":1817,""cy"":1252}","{}"
SHUF00000.jpg,291860,"{}",3,2,"{""name"":""point"",""cx"":905,""cy"":1149}","{}"
SHUF00001.jpg,557918,"{}",3,0,"{""name"":""point"",""cx"":776,""cy"":1095}","{}"
SHUF00001.jpg,557918,"{}",3,1,"{""name"":""point"",""cx"":715,""cy"":1702}","{}"
SHUF00001.jpg,557918,"{}",3,2,"{""name"":""point"",""cx"":2051,""cy"":1685}","{}"
SHUF00002.jpg,423396,"{}",3,0,"{""name"":""point"",""cx"":797,""cy"":913}","{}"
SHUF00002.jpg,423396,"{}",3,1,"{""name"":""point"",""cx"":739,""cy"":1301}","{}"
SHUF00002.jpg,423396,"{}",3,2,"{""name"":""point"",""cx"":1729,""cy"":1276}","{}"
SHUF00003.jpg,177753,"{}",3,0,"{""name"":""point"",""cx"":571,""cy"":835}","{}"
SHUF00003.jpg,177753,"{}",3,1,"{""name"":""point"",""cx"":566,""cy"":1180}","{}"
SHUF00003.jpg,177753,"{}",3,2,"{""name"":""point"",""cx"":1377,""cy"":1098}","{}"
SHUF00004.jpg,516597,"{}",3,0,"{""name"":""point"",""cx"":2512,""cy"":1237}","{}"
SHUF00004.jpg,516597,"{}",3,1,"{""name"":""point"",""cx"":2580,""cy"":1861}","{}"
SHUF00004.jpg,516597,"{}",3,2,"{""name"":""point"",""cx"":1442,""cy"":1690}","{}"
SHUF00005.jpg,461866,"{}",3,0,"{""name"":""point"",""cx"":873,""cy"":1209}","{}"
SHUF00005.jpg,461866,"{}",3,1,"{""name"":""point"",""cx"":737,""cy"":1674}","{}"
SHUF00005.jpg,461866,"{}",3,2,"{""name"":""point"",""cx"":1820,""cy"":1488}","{}"
SHUF00006.jpg,344899,"{}",3,0,"{""name"":""point"",""cx"":673,""cy"":949}","{}"
SHUF00006.jpg,344899,"{}",3,1,"{""name"":""point"",""cx"":524,""cy"":1333}","{}"
SHUF00006.jpg,344899,"{}",3,2,"{""name"":""point"",""cx"":1478,""cy"":1269}","{}"
SHUF00007.jpg,305573,"{}",3,0,"{""name"":""point"",""cx"":594,""cy"":747}","{}"
SHUF00007.jpg,305573,"{}",3,1,"{""name"":""point"",""cx"":496,""cy"":1127}","{}"
SHUF00007.jpg,305573,"{}",3,2,"{""name"":""point"",""cx"":1374,""cy"":1218}","{}"
SHUF00008.jpg,457525,"{}",3,0,"{""name"":""point"",""cx"":2039,""cy"":1535}","{}"
SHUF00008.jpg,457525,"{}",3,1,"{""name"":""point"",""cx"":2063,""cy"":2011}","{}"
SHUF00008.jpg,457525,"{}",3,2,"{""name"":""point"",""cx"":1076,""cy"":1590}","{}"
SHUF00009.jpg,296192,"{}",3,0,"{""name"":""point"",""cx"":1748,""cy"":805}","{}"
SHUF00009.jpg,296192,"{}",3,1,"{""name"":""point"",""cx"":1738,""cy"":1210}","{}"
SHUF00009.jpg,296192,"{}",3,2,"{""name"":""point"",""cx"":856,""cy"":1024}","{}"
SHUF00010.jpg,267872,"{}",3,0,"{""name"":""point"",""cx"":596,""cy"":870}","{}"
SHUF00010.jpg,267872,"{}",3,1,"{""name"":""point"",""cx"":620,""cy"":1223}","{}"
SHUF00010.jpg,267872,"{}",3,2,"{""name"":""point"",""cx"":1423,""cy"":1141}","{}"
SHUF00011.jpg,195560,"{}",3,0,"{""name"":""point"",""cx"":1758,""cy"":847}","{}"
SHUF00011.jpg,195560,"{}",3,1,"{""name"":""point"",""cx"":1767,""cy"":1179}","{}"
SHUF00011.jpg,195560,"{}",3,2,"{""name"":""point"",""cx"":913,""cy"":1162}","{}"
SHUF00012.jpg,309041,"{}",3,0,"{""name"":""point"",""cx"":276,""cy"":961}","{}"
SHUF00012.jpg,309041,"{}",3,1,"{""name"":""point"",""cx"":280,""cy"":1325}","{}"
SHUF00012.jpg,309041,"{}",3,2,"{""name"":""point"",""cx"":1138,""cy"":1183}","{}"
SHUF00013.jpg,209969,"{}",3,0,"{""name"":""point"",""cx"":606,""cy"":856}","{}"
SHUF00013.jpg,209969,"{}",3,1,"{""name"":""point"",""cx"":565,""cy"":1255}","{}"
SHUF00013.jpg,209969,"{}",3,2,"{""name"":""point"",""cx"":1414,""cy"":1117}","{}"
SHUF00014.jpg,147316,"{}",3,0,"{""name"":""point"",""cx"":530,""cy"":723}","{}"
SHUF00014.jpg,147316,"{}",3,1,"{""name"":""point"",""cx"":463,""cy"":1037}","{}"
SHUF00014.jpg,147316,"{}",3,2,"{""name"":""point"",""cx"":1194,""cy"":963}","{}"
SHUF00015.jpg,232093,"{}",3,0,"{""name"":""point"",""cx"":1770,""cy"":856}","{}"
SHUF00015.jpg,232093,"{}",3,1,"{""name"":""point"",""cx"":1783,""cy"":1210}","{}"
SHUF00015.jpg,232093,"{}",3,2,"{""name"":""point"",""cx"":869,""cy"":1180}","{}"
SHUF00016.jpg,290284,"{}",3,0,"{""name"":""point"",""cx"":1888,""cy"":1271}","{}"
SHUF00016.jpg,290284,"{}",3,1,"{""name"":""point"",""cx"":1898,""cy"":1625}","{}"
SHUF00016.jpg,290284,"{}",3,2,"{""name"":""point"",""cx"":1101,""cy"":1345}","{}"
SHUF00017.jpg,484592,"{}",3,0,"{""name"":""point"",""cx"":1768,""cy"":864}","{}"
SHUF00017.jpg,484592,"{}",3,1,"{""name"":""point"",""cx"":1764,""cy"":1229}","{}"
SHUF00017.jpg,484592,"{}",3,2,"{""name"":""point"",""cx"":876,""cy"":1162}","{}"
SHUF00018.jpg,241556,"{}",3,0,"{""name"":""point"",""cx"":601,""cy"":833}","{}"
SHUF00018.jpg,241556,"{}",3,1,"{""name"":""point"",""cx"":599,""cy"":1189}","{}"
SHUF00018.jpg,241556,"{}",3,2,"{""name"":""point"",""cx"":1428,""cy"":1169}","{}"
SHUF00019.jpg,315224,"{}",3,0,"{""name"":""point"",""cx"":1963,""cy"":876}","{}"
SHUF00019.jpg,315224,"{}",3,1,"{""name"":""point"",""cx"":1987,""cy"":1217}","{}"
SHUF00019.jpg,315224,"{}",3,2,"{""name"":""point"",""cx"":1125,""cy"":1143}","{}"
