filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
SHUF00000.jpg,291860,"{}",3,0,"{""name"":""point"",""cx"":1761,""cy"":837}","{}"
SHUF00000.jpg,291860,"{}",3,1,"{""name"":""point"",""cx"":1813,""cy"":1239}","{}"
SHUF00000.jpg,291860,"{}",3,2,"{""name"":""point"",""cx"":882,""cy"":1166}","{}"
SHUF00001.jpg,557918,"{}",3,0,"{""name"":""point"",""cx"":709,""cy"":1082}","{}"
SHUF00001.jpg,557918,"{}",3,1,"{""name"":""point"",""cx"":728,""cy"":1689}","{}"
SHUF00001.jpg,557918,"{}",3,2,"{""name"":""point"",""cx"":1888,""cy"":1679}","{}"
SHUF00002.jpg,423396,"{}",3,0,"{""name"":""point"",""cx"":766,""cy"":908}","{}"
SHUF00002.jpg,423396,"{}",3,1,"{""name"":""point"",""cx"":735,""cy"":1276}","{}"
SHUF00002.jpg,423396,"{}",3,2,"{""name"":""point"",""cx"":1513,""cy"":1287}","{}"
SHUF00003.jpg,177753,"{}",3,0,"{""name"":""point"",""cx"":435,""cy"":907}","{}"
SHUF00003.jpg,177753,"{}",3,1,"{""name"":""point"",""cx"":716,""cy"":1095}","{}"
SHUF00003.jpg,177753,"{}",3,2,"{""name"":""point"",""cx"":1269,""cy"":1147}","{}"
SHUF00004.jpg,516597,"{}",3,0,"{""name"":""point"",""cx"":2400,""cy"":1278}","{}"
SHUF00004.jpg,516597,"{}",3,1,"{""name"":""point"",""cx"":2659,""cy"":1829}","{}"
SHUF00004.jpg,516597,"{}",3,2,"{""name"":""point"",""cx"":1429,""cy"":1688}","{}"
SHUF00005.jpg,461866,"{}",3,0,"{""name"":""point"",""cx"":921,""cy"":1244}","{}"
SHUF00005.jpg,461866,"{}",3,1,"{""name"":""point"",""cx"":604,""cy"":1612}","{}"
SHUF00005.jpg,461866,"{}",3,2,"{""name"":""point"",""cx"":1832,""cy"":1495}","{}"
SHUF00006.jpg,344899,"{}",3,0,"{""name"":""point"",""cx"":395,""cy"":1034}","{}"
SHUF00006.jpg,344899,"{}",3,1,"{""name"":""point"",""cx"":768,""cy"":1229}","{}"
SHUF00006.jpg,344899,"{}",3,2,"{""name"":""point"",""cx"":1480,""cy"":1281}","{}"
SHUF00007.jpg,305573,"{}",3,0,"{""name"":""point"",""cx"":583,""cy"":738}","{}"
SHUF00007.jpg,305573,"{}",3,1,"{""name"":""point"",""cx"":526,""cy"":1105}","{}"
SHUF00007.jpg,305573,"{}",3,2,"{""name"":""point"",""cx"":1239,""cy"":1181}","{}"
SHUF00008.jpg,457525,"{}",3,0,"{""name"":""point"",""cx"":1893,""cy"":1653}","{}"
SHUF00008.jpg,457525,"{}",3,1,"{""name"":""point"",""cx"":2276,""cy"":1859}","{}"
SHUF00008.jpg,457525,"{}",3,2,"{""name"":""point"",""cx"":1079,""cy"":1579}","{}"
SHUF00009.jpg,296192,"{}",3,0,"{""name"":""point"",""cx"":1721,""cy"":799}","{}"
SHUF00009.jpg,296192,"{}",3,1,"{""name"":""point"",""cx"":1779,""cy"":1199}","{}"
SHUF00009.jpg,296192,"{}",3,2,"{""name"":""point"",""cx"":969,""cy"":997}","{}"
SHUF00010.jpg,267872,"{}",3,0,"{""name"":""point"",""cx"":655,""cy"":882}","{}"
SHUF00010.jpg,267872,"{}",3,1,"{""name"":""point"",""cx"":567,""cy"":1209}","{}"
SHUF00010.jpg,267872,"{}",3,2,"{""name"":""point"",""cx"":1419,""cy"":1135}","{}"
SHUF00011.jpg,195560,"{}",3,0,"{""name"":""point"",""cx"":1755,""cy"":830}","{}"
SHUF00011.jpg,195560,"{}",3,1,"{""name"":""point"",""cx"":1779,""cy"":1169}","{}"
SHUF00011.jpg,195560,"{}",3,2,"{""name"":""point"",""cx"":931,""cy"":1165}","{}"
SHUF00012.jpg,309041,"{}",3,0,"{""name"":""point"",""cx"":266,""cy"":954}","{}"
SHUF00012.jpg,309041,"{}",3,1,"{""name"":""point"",""cx"":353,""cy"":1310}","{}"
SHUF00012.jpg,309041,"{}",3,2,"{""name"":""point"",""cx"":1080,""cy"":1191}","{}"
SHUF00013.jpg,209969,"{}",3,0,"{""name"":""point"",""cx"":640,""cy"":855}","{}"
SHUF00013.jpg,209969,"{}",3,1,"{""name"":""point"",""cx"":542,""cy"":1244}","{}"
SHUF00013.jpg,209969,"{}",3,2,"{""name"":""point"",""cx"":1377,""cy"":1078}","{}"
SHUF00014.jpg,147316,"{}",3,0,"{""name"":""point"",""cx"":561,""cy"":725}","{}"
SHUF00014.jpg,147316,"{}",3,1,"{""name"":""point"",""cx"":437,""cy"":1027}","{}"
SHUF00014.jpg,147316,"{}",3,2,"{""name"":""point"",""cx"":1174,""cy"":941}","{}"
SHUF00015.jpg,232093,"{}",3,0,"{""name"":""point"",""cx"":1589,""cy"":999}","{}"
SHUF00015.jpg,232093,"{}",3,1,"{""name"":""point"",""cx"":1927,""cy"":1051}","{}"
SHUF00015.jpg,232093,"{}",3,2,"{""name"":""point"",""cx"":918,""cy"":1068}","{}"
SHUF00016.jpg,290284,"{}",3,0,"{""name"":""point"",""cx"":1784,""cy"":1281}","{}"
SHUF00016.jpg,290284,"{}",3,1,"{""name"":""point"",""cx"":1997,""cy"":1584}","{}"
SHUF00016.jpg,290284,"{}",3,2,"{""name"":""point"",""cx"":1080,""cy"":1322}","{}"
SHUF00017.jpg,484592,"{}",3,0,"{""name"":""point"",""cx"":1760,""cy"":857}","{}"
SHUF00017.jpg,484592,"{}",3,1,"{""name"":""point"",""cx"":1785,""cy"":1202}","{}"
